RUN_ID,SERIES_LABEL,SAMPLE_MODE,SAMPLE_FACTOR_M,SAMPLE_CAP,THREAD_COUNT,SEED,FULL_MATERIAL,ITERATION,TRUE_KEY,K4,K3,K2,K1,PREFIX_ALPHA,PREFIX_BETA,PREFIX_DELTA_ABS_VALUE,PREFIX_DELTA_ABS_NUMERATOR,PREFIX_DELTA_ABS_DENOMINATOR,PREFIX_DELTA_ABS_FRACTION,PREFIX_DELTA_SIGNED_VALUE,PREFIX_DELTA_SIGNED_NUMERATOR,PREFIX_DELTA_SIGNED_DENOMINATOR,PREFIX_DELTA_SIGNED_FRACTION,PREFIX_MAX_PAIR_COUNT_TOL_2_NEG_15,PREFIX_MAX_SIGNED_VALUE_MIN_TOL,PREFIX_MAX_SIGNED_VALUE_MAX_TOL,SAMPLE_COUNT,TRUE_KEY_LAST_ROUND_K1,TRUE_KEY_LAST_ROUND_K2,TRUE_DELTA_SIGNED_VALUE,TRUE_DELTA_SIGNED_NUMERATOR,TRUE_DELTA_SIGNED_DENOMINATOR,TRUE_DELTA_SIGNED_FRACTION,TRUE_RANK,FALSE_DELTA_SIGNED_MEAN_VALUE,FALSE_DELTA_SIGNED_MEAN_NUMERATOR,FALSE_DELTA_SIGNED_MEAN_DENOMINATOR,FALSE_DELTA_SIGNED_MEAN_FRACTION,BEST_GUESS_K1,BEST_GUESS_K2,BEST_DELTA_SIGNED_VALUE,BEST_DELTA_SIGNED_NUMERATOR,BEST_DELTA_SIGNED_DENOMINATOR,BEST_DELTA_SIGNED_FRACTION,BEST_TIE_COUNT,TRUE_IN_BEST_TIES,MAX_ABS_DELTA_SIGNED_MIN_VALUE,MAX_ABS_DELTA_SIGNED_MAX_VALUE,MAX_ABS_DELTA_SIGNED_MIN_NUMERATOR,MAX_ABS_DELTA_SIGNED_MAX_NUMERATOR,MAX_ABS_DELTA_SIGNED_MIN_FRACTION,MAX_ABS_DELTA_SIGNED_MAX_FRACTION,MIN_ABS_DELTA_VALUE,MIN_ABS_DELTA_NUMERATOR,MIN_ABS_DELTA_DENOMINATOR,MIN_ABS_DELTA_FRACTION,DELTA_TIME_SEC,RECOVERY_TIME_SEC,TOTAL_TIME_SEC
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3754,0x45F993B9,0x45,0xF9,0x93,0xB9,0x0101,0x0102,0.0288085938,1888,65536,1888/2^16,0.0288085938,1888,65536,1888/2^16,1,0.0288085938,0.0288085938,12050,0xB9,0x93,-0.0239004149,-288,12050,-288/12050,804,0.0000003647,288,789696750,288/789696750,0x16,0x8A,0.0438174274,528,12050,528/12050,1,0,0.0438174274,0.0438174274,528,528,528/12050,528/12050,0.0000000000,0,12050,0/12050,0.0000,0.0238,0.0241
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3755,0xB6E4DDBF,0xB6,0xE4,0xDD,0xBF,0x0701,0x0081,0.0285644531,1872,65536,1872/2^16,0.0285644531,1872,65536,1872/2^16,1,0.0285644531,0.0285644531,12256,0xBF,0xDD,-0.0303524804,-372,12256,-372/12256,97,0.0000004631,372,803196960,372/803196960,0xBD,0x09,0.0380221932,466,12256,466/12256,16,0,0.0380221932,0.0380221932,466,466,466/12256,466/12256,0.0000000000,0,12256,0/12256,0.0000,0.0193,0.0196
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3756,0x0E7A27DA,0x0E,0x7A,0x27,0xDA,0x0D61,0x0001,0.0263061523,1724,65536,1724/2^16,0.0263061523,1724,65536,1724/2^16,1,0.0263061523,0.0263061523,14451,0xDA,0x27,-0.0202754135,-293,14451,-293/14451,321,0.0000003094,293,947046285,293/947046285,0xD1,0x03,-0.0316241091,-457,14451,-457/14451,32,0,-0.0316241091,-0.0316241091,-457,-457,-457/14451,-457/14451,0.0000691994,1,14451,1/14451,0.0000,0.0248,0.0251
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3757,0x9FFE1C08,0x9F,0xFE,0x1C,0x08,0x0CE0,0x0240,0.0314331055,2060,65536,2060/2^16,-0.0314331055,-2060,65536,-2060/2^16,1,-0.0314331055,-0.0314331055,10122,0x08,0x1C,0.0355660937,360,10122,360/10122,81,-0.0000005427,-360,663345270,-360/663345270,0x1D,0x0F,0.0426793124,432,10122,432/10122,16,0,0.0426793124,0.0426793124,432,432,432/10122,432/10122,0.0000000000,0,10122,0/10122,0.0000,0.0197,0.0200
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3758,0x2F700761,0x2F,0x70,0x07,0x61,0x0BC0,0x0E30,0.0338745117,2220,65536,2220/2^16,0.0338745117,2220,65536,2220/2^16,1,0.0338745117,0.0338745117,8715,0x61,0x07,-0.0265060241,-231,8715,-231/8715,876,0.0000004045,231,571137525,231/571137525,0xC7,0xEE,0.0480780264,419,8715,419/8715,1,0,0.0480780264,0.0480780264,419,419,419/8715,419/8715,0.0001147447,1,8715,1/8715,0.0000,0.0173,0.0175
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3759,0xE8A630D5,0xE8,0xA6,0x30,0xD5,0x0141,0x0021,0.0295410156,1936,65536,1936/2^16,-0.0295410156,-1936,65536,-1936/2^16,1,-0.0295410156,-0.0295410156,11460,0xD5,0x30,0.0202443281,232,11460,232/11460,2529,-0.0000003089,-232,751031100,-232/751031100,0x5F,0x0E,-0.0343804538,-394,11460,-394/11460,16,0,-0.0343804538,-0.0343804538,-394,-394,-394/11460,-394/11460,0.0000000000,0,11460,0/11460,0.0000,0.0175,0.0178
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3760,0xCF43A3E8,0xCF,0x43,0xA3,0xE8,0x6100,0xC108,0.0321655273,2108,65536,2108/2^16,0.0321655273,2108,65536,2108/2^16,1,0.0321655273,0.0321655273,9666,0xE8,0xA3,-0.0415890751,-402,9666,-402/9666,3,0.0000006346,402,633461310,402/633461310,0xA5,0xA9,0.0424167184,410,9666,410/9666,1,0,0.0424167184,0.0424167184,410,410,410/9666,410/9666,0.0000000000,0,9666,0/9666,0.0000,0.0195,0.0197
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3761,0xD762346C,0xD7,0x62,0x34,0x6C,0x8100,0xC10F,0.0280151367,1836,65536,1836/2^16,0.0280151367,1836,65536,1836/2^16,1,0.0280151367,0.0280151367,12742,0x6C,0x34,-0.0243289907,-310,12742,-310/12742,448,0.0000003712,310,835046970,310/835046970,0x21,0x9E,-0.0403390363,-514,12742,-514/12742,1,0,-0.0403390363,-0.0403390363,-514,-514,-514/12742,-514/12742,0.0000000000,0,12742,0/12742,0.0000,0.0252,0.0255
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3762,0x013B42BD,0x01,0x3B,0x42,0xBD,0x0AE1,0x02A1,0.0324707031,2128,65536,2128/2^16,-0.0324707031,-2128,65536,-2128/2^16,1,-0.0324707031,-0.0324707031,9485,0xBD,0x42,0.0249868213,237,9485,237/9485,1345,-0.0000003813,-237,621599475,-237/621599475,0xC9,0x00,0.0412229837,391,9485,391/9485,16,0,0.0412229837,0.0412229837,391,391,391/9485,391/9485,0.0001054296,1,9485,1/9485,0.0000,0.0186,0.0188
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3763,0xAC75D266,0xAC,0x75,0xD2,0x66,0x06E1,0x0061,0.0270996094,1776,65536,1776/2^16,-0.0270996094,-1776,65536,-1776/2^16,1,-0.0270996094,-0.0270996094,13617,0x66,0xD2,0.0367922450,501,13617,501/13617,1,-0.0000005614,-501,892390095,-501/892390095,0x66,0x02,0.0367922450,501,13617,501/13617,16,16,0.0367922450,0.0367922450,501,501,501/13617,501/13617,0.0000734376,1,13617,1/13617,0.0000,0.0227,0.0230
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3764,0x7D0BE35E,0x7D,0x0B,0xE3,0x5E,0x0200,0x0AC0,0.0285644531,1872,65536,1872/2^16,-0.0285644531,-1872,65536,-1872/2^16,1,-0.0285644531,-0.0285644531,12256,0x5E,0xE3,0.0562989556,690,12256,690/12256,1,-0.0000008591,-690,803196960,-690/803196960,0x5E,0x03,0.0562989556,690,12256,690/12256,16,16,0.0562989556,0.0562989556,690,690,690/12256,690/12256,0.0000000000,0,12256,0/12256,0.0000,0.0238,0.0241
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3765,0x3EB566FB,0x3E,0xB5,0x66,0xFB,0x2100,0x810B,0.0309448242,2028,65536,2028/2^16,-0.0309448242,-2028,65536,-2028/2^16,1,-0.0309448242,-0.0309448242,10443,0xFB,0x66,0.0387819592,405,10443,405/10443,7,-0.0000005918,-405,684382005,-405/684382005,0xA5,0x7D,-0.0489322991,-511,10443,-511/10443,1,0,-0.0489322991,-0.0489322991,-511,-511,-511/10443,-511/10443,0.0000957579,1,10443,1/10443,0.0000,0.0209,0.0211
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3766,0xCE04399A,0xCE,0x04,0x39,0x9A,0x2000,0x4106,0.0267333984,1752,65536,1752/2^16,-0.0267333984,-1752,65536,-1752/2^16,1,-0.0267333984,-0.0267333984,13993,0x9A,0x39,0.0320874723,449,13993,449/13993,16,-0.0000004896,-449,917031255,-449/917031255,0x9C,0x15,0.0370899736,519,13993,519/13993,1,0,0.0370899736,0.0370899736,519,519,519/13993,519/13993,0.0000714643,1,13993,1/13993,0.0000,0.0275,0.0278
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3767,0xD0BD901A,0xD0,0xBD,0x90,0x1A,0x0860,0x00E0,0.0369873047,2424,65536,2424/2^16,-0.0369873047,-2424,65536,-2424/2^16,1,-0.0369873047,-0.0369873047,7310,0x1A,0x90,0.0328317373,240,7310,240/7310,289,-0.0000005010,-240,479060850,-240/479060850,0xF4,0x0F,0.0459644323,336,7310,336/7310,16,0,0.0459644323,0.0459644323,336,336,336/7310,336/7310,0.0000000000,0,7310,0/7310,0.0000,0.0077,0.0079
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3768,0x65FB7153,0x65,0xFB,0x71,0x53,0xA000,0x6005,0.0314331055,2060,65536,2060/2^16,0.0314331055,2060,65536,2060/2^16,1,0.0314331055,0.0314331055,10122,0x53,0x71,-0.0298360008,-302,10122,-302/10122,218,0.0000004553,302,663345270,302/663345270,0x56,0xD9,0.0454455641,460,10122,460/10122,1,0,0.0454455641,0.0454455641,460,460,460/10122,460/10122,0.0000000000,0,10122,0/10122,0.0000,0.0204,0.0206
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3769,0xF548DE90,0xF5,0x48,0xDE,0x90,0x06C0,0x0040,0.0314941406,2064,65536,2064/2^16,-0.0314941406,-2064,65536,-2064/2^16,1,-0.0314941406,-0.0314941406,10082,0x90,0xDE,0.0261852807,264,10082,264/10082,353,-0.0000003996,-264,660723870,-264/660723870,0xF1,0x02,-0.0382860544,-386,10082,-386/10082,16,0,-0.0382860544,-0.0382860544,-386,-386,-386/10082,-386/10082,0.0000000000,0,10082,0/10082,0.0000,0.0142,0.0144
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3770,0x29F16B0C,0x29,0xF1,0x6B,0x0C,0xC100,0xA10D,0.0363769531,2384,65536,2384/2^16,0.0363769531,2384,65536,2384/2^16,1,0.0363769531,0.0363769531,7557,0x0C,0x6B,-0.0168056107,-127,7557,-127/7557,8681,0.0000002564,127,495247995,127/495247995,0xE3,0x3F,-0.0477702792,-361,7557,-361/7557,1,0,-0.0477702792,-0.0477702792,-361,-361,-361/7557,-361/7557,0.0001323276,1,7557,1/7557,0.0000,0.0156,0.0158
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3771,0x57D3E5DF,0x57,0xD3,0xE5,0xDF,0xE100,0x2107,0.0358276367,2348,65536,2348/2^16,0.0358276367,2348,65536,2348/2^16,1,0.0358276367,0.0358276367,7791,0xDF,0xE5,-0.0373507894,-291,7791,-291/7791,69,0.0000005699,291,510583185,291/510583185,0x3B,0x3F,-0.0455653960,-355,7791,-355/7791,2,0,-0.0455653960,-0.0455653960,-355,-355,-355/7791,-355/7791,0.0001283532,1,7791,1/7791,0.0000,0.0160,0.0162
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3772,0xD22266CE,0xD2,0x22,0x66,0xCE,0xE00E,0x0004,0.0375976562,2464,65536,2464/2^16,0.0375976562,2464,65536,2464/2^16,1,0.0375976562,0.0375976562,7075,0xCE,0x66,-0.0459363958,-325,7075,-325/7075,13,0.0000007009,325,463660125,325/463660125,0x6E,0x58,-0.0510247350,-361,7075,-361/7075,1,0,-0.0510247350,-0.0510247350,-361,-361,-361/7075,-361/7075,0.0001413428,1,7075,1/7075,0.0000,0.0078,0.0080
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3773,0x4802F5DF,0x48,0x02,0xF5,0xDF,0x0701,0x0241,0.0325317383,2132,65536,2132/2^16,0.0325317383,2132,65536,2132/2^16,1,0.0325317383,0.0325317383,9449,0xDF,0xF5,-0.0377817758,-357,9449,-357/9449,33,0.0000005765,357,619240215,357/619240215,0xA3,0x0B,0.0409567150,387,9449,387/9449,16,0,0.0409567150,0.0409567150,387,387,387/9449,387/9449,0.0001058313,1,9449,1/9449,0.0000,0.0185,0.0187
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3774,0xD8AD1776,0xD8,0xAD,0x17,0x76,0x51DB,0xAB28,0.0281982422,1848,65536,1848/2^16,0.0281982422,1848,65536,1848/2^16,1,0.0281982422,0.0281982422,12577,0x76,0x17,-0.0205931462,-259,12577,-259/12577,1314,0.0000003142,259,824233695,259/824233695,0xA5,0x01,-0.0399936392,-503,12577,-503/12577,1,0,-0.0399936392,-0.0399936392,-503,-503,-503/12577,-503/12577,0.0000795102,1,12577,1/12577,0.0000,0.0248,0.0251
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3775,0xD38700BD,0xD3,0x87,0x00,0xBD,0x0061,0x0061,0.0292968750,1920,65536,1920/2^16,-0.0292968750,-1920,65536,-1920/2^16,1,-0.0292968750,-0.0292968750,11651,0xBD,0x00,0.0287528967,335,11651,335/11651,193,-0.0000004387,-335,763548285,-335/763548285,0x68,0x05,-0.0443738735,-517,11651,-517/11651,16,0,-0.0443738735,-0.0443738735,-517,-517,-517/11651,-517/11651,0.0000858295,1,11651,1/11651,0.0000,0.0183,0.0185
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3776,0x9A031993,0x9A,0x03,0x19,0x93,0xA000,0x0002,0.0316772461,2076,65536,2076/2^16,-0.0316772461,-2076,65536,-2076/2^16,1,-0.0316772461,-0.0316772461,9966,0x93,0x19,0.0196668673,196,9966,196/9966,4223,-0.0000003001,-196,653121810,-196/653121810,0x0E,0xA1,0.0401364640,400,9966,400/9966,2,0,-0.0401364640,0.0401364640,-400,400,-400/9966,400/9966,0.0000000000,0,9966,0/9966,0.0000,0.0141,0.0143
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3777,0x7CE9B48F,0x7C,0xE9,0xB4,0x8F,0x8000,0x800F,0.0356445312,2336,65536,2336/2^16,-0.0356445312,-2336,65536,-2336/2^16,1,-0.0356445312,-0.0356445312,7871,0x8F,0xB4,0.0222335154,175,7871,175/7871,2984,-0.0000003393,-175,515825985,-175/515825985,0xD7,0xEB,0.0522169991,411,7871,411/7871,1,0,0.0522169991,0.0522169991,411,411,411/7871,411/7871,0.0001270487,1,7871,1/7871,0.0000,0.0162,0.0164
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3778,0x5CE64E95,0x5C,0xE6,0x4E,0x95,0x0BA1,0x0AC1,0.0359497070,2356,65536,2356/2^16,-0.0359497070,-2356,65536,-2356/2^16,1,-0.0359497070,-0.0359497070,7738,0x95,0x4E,0.0436805376,338,7738,338/7738,1,-0.0000006665,-338,507109830,-338/507109830,0x95,0x0E,0.0436805376,338,7738,338/7738,16,16,0.0436805376,0.0436805376,338,338,338/7738,338/7738,0.0000000000,0,7738,0/7738,0.0000,0.0151,0.0153
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3779,0x32F739AE,0x32,0xF7,0x39,0xAE,0x0100,0x0001,0.0302124023,1980,65536,1980/2^16,0.0302124023,1980,65536,1980/2^16,1,0.0302124023,0.0302124023,10956,0xAE,0x39,-0.0248265790,-272,10956,-272/10956,1537,0.0000003788,272,718001460,272/718001460,0x82,0x01,0.0379700621,416,10956,416/10956,32,0,0.0379700621,0.0379700621,416,416,416/10956,416/10956,0.0000000000,0,10956,0/10956,0.0000,0.0167,0.0169
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3780,0x1C86E5B4,0x1C,0x86,0xE5,0xB4,0x9A42,0xA9D9,0.0269165039,1764,65536,1764/2^16,-0.0269165039,-1764,65536,-1764/2^16,1,-0.0269165039,-0.0269165039,13803,0xB4,0xE5,0.0387596899,535,13803,535/13803,1,-0.0000005914,-535,904579605,-535/904579605,0xB4,0xE5,0.0387596899,535,13803,535/13803,1,1,0.0387596899,0.0387596899,535,535,535/13803,535/13803,0.0000724480,1,13803,1/13803,0.0000,0.0271,0.0274
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3781,0x4018CD14,0x40,0x18,0xCD,0x14,0x8100,0x8009,0.0283813477,1860,65536,1860/2^16,-0.0283813477,-1860,65536,-1860/2^16,1,-0.0283813477,-0.0283813477,12415,0x14,0xCD,0.0416431736,517,12415,517/12415,1,-0.0000006354,-517,813617025,-517/813617025,0x14,0xCD,0.0416431736,517,12415,517/12415,1,1,0.0416431736,0.0416431736,517,517,517/12415,517/12415,0.0000805477,1,12415,1/12415,0.0000,0.0245,0.0248
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3782,0xA531CB3F,0xA5,0x31,0xCB,0x3F,0x8000,0xC10E,0.0297851562,1952,65536,1952/2^16,-0.0297851562,-1952,65536,-1952/2^16,1,-0.0297851562,-0.0297851562,11272,0x3F,0xCB,0.0448899929,506,11272,506/11272,2,-0.0000006850,-506,738710520,-506/738710520,0x3F,0xCC,0.0459545777,518,11272,518/11272,1,0,0.0459545777,0.0459545777,518,518,518/11272,518/11272,0.0000000000,0,11272,0/11272,0.0000,0.0224,0.0227
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3783,0xC5862574,0xC5,0x86,0x25,0x74,0x2000,0x2003,0.0262451172,1720,65536,1720/2^16,-0.0262451172,-1720,65536,-1720/2^16,1,-0.0262451172,-0.0262451172,14518,0x74,0x25,0.0282408045,410,14518,410/14518,36,-0.0000004309,-410,951437130,-410/951437130,0x42,0xF7,0.0384350461,558,14518,558/14518,1,0,0.0384350461,0.0384350461,558,558,558/14518,558/14518,0.0000000000,0,14518,0/14518,0.0000,0.0287,0.0290
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3784,0xE671F4DF,0xE6,0x71,0xF4,0xDF,0x04C1,0x0081,0.0321044922,2104,65536,2104/2^16,0.0321044922,2104,65536,2104/2^16,1,0.0321044922,0.0321044922,9703,0xDF,0xF4,-0.0256621663,-249,9703,-249/9703,897,0.0000003916,249,635886105,249/635886105,0xAB,0x07,0.0382355972,371,9703,371/9703,16,0,0.0382355972,0.0382355972,371,371,371/9703,371/9703,0.0001030609,1,9703,1/9703,0.0000,0.0131,0.0134
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3785,0x3A266084,0x3A,0x26,0x60,0x84,0x0721,0x0001,0.0286865234,1880,65536,1880/2^16,-0.0286865234,-1880,65536,-1880/2^16,1,-0.0286865234,-0.0286865234,12152,0x84,0x60,0.0253456221,308,12152,308/12152,449,-0.0000003867,-308,796381320,-308/796381320,0xD4,0x06,0.0302830810,368,12152,368/12152,32,0,0.0302830810,0.0302830810,368,368,368/12152,368/12152,0.0000000000,0,12152,0/12152,0.0000,0.0197,0.0200
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3786,0xD2B668CC,0xD2,0xB6,0x68,0xCC,0x600A,0x2106,0.0264892578,1736,65536,1736/2^16,0.0264892578,1736,65536,1736/2^16,1,0.0264892578,0.0264892578,14252,0xCC,0x68,-0.0103845074,-148,14252,-148/14252,14238,0.0000001585,148,934004820,148/934004820,0xAC,0x23,-0.0336794836,-480,14252,-480/14252,1,0,-0.0336794836,-0.0336794836,-480,-480,-480/14252,-480/14252,0.0000000000,0,14252,0/14252,0.0000,0.0280,0.0283
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3787,0x3A511ABE,0x3A,0x51,0x1A,0xBE,0xC102,0xA10D,0.0285034180,1868,65536,1868/2^16,0.0285034180,1868,65536,1868/2^16,1,0.0285034180,0.0285034180,12309,0xBE,0x1A,-0.0320903404,-395,12309,-395/12309,24,0.0000004897,395,806670315,395/806670315,0x87,0x7B,0.0389146153,479,12309,479/12309,1,0,0.0389146153,0.0389146153,479,479,479/12309,479/12309,0.0000812414,1,12309,1/12309,0.0000,0.0243,0.0246
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3788,0xD7E7CFB6,0xD7,0xE7,0xCF,0xB6,0x0DA1,0x00A1,0.0292968750,1920,65536,1920/2^16,0.0292968750,1920,65536,1920/2^16,1,0.0292968750,0.0292968750,11651,0xB6,0xCF,-0.0230881469,-269,11651,-269/11651,1041,0.0000003523,269,763548285,269/763548285,0xAC,0x02,-0.0320144194,-373,11651,-373/11651,16,0,-0.0320144194,-0.0320144194,-373,-373,-373/11651,-373/11651,0.0000858295,1,11651,1/11651,0.0000,0.0179,0.0182
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3789,0xD79DD41E,0xD7,0x9D,0xD4,0x1E,0xC000,0x4107,0.0272216797,1784,65536,1784/2^16,0.0272216797,1784,65536,1784/2^16,1,0.0272216797,0.0272216797,13495,0x1E,0xD4,-0.0228973694,-309,13495,-309/13495,568,0.0000003494,309,884394825,309/884394825,0x45,0x98,0.0436457947,589,13495,589/13495,1,0,0.0436457947,0.0436457947,589,589,589/13495,589/13495,0.0000741015,1,13495,1/13495,0.0000,0.0268,0.0271
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3790,0x3E3A093E,0x3E,0x3A,0x09,0x3E,0x6100,0x0104,0.0277709961,1820,65536,1820/2^16,0.0277709961,1820,65536,1820/2^16,1,0.0277709961,0.0277709961,12967,0x3E,0x09,-0.0344721215,-447,12967,-447/12967,12,0.0000005260,447,849792345,447/849792345,0xEA,0x8B,-0.0395619650,-513,12967,-513/12967,1,0,-0.0395619650,-0.0395619650,-513,-513,-513/12967,-513/12967,0.0000771188,1,12967,1/12967,0.0000,0.0256,0.0259
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3791,0x7C3B2919,0x7C,0x3B,0x29,0x19,0x0A00,0x0060,0.0316162109,2072,65536,2072/2^16,-0.0316162109,-2072,65536,-2072/2^16,1,-0.0316162109,-0.0316162109,10005,0x19,0x29,0.0326836582,327,10005,327/10005,49,-0.0000004987,-327,655677675,-327/655677675,0x1C,0x01,-0.0372813593,-373,10005,-373/10005,16,0,-0.0372813593,-0.0372813593,-373,-373,-373/10005,-373/10005,0.0000999500,1,10005,1/10005,0.0000,0.0141,0.0143
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3792,0x362629D9,0x36,0x26,0x29,0xD9,0x0101,0x0221,0.0284423828,1864,65536,1864/2^16,0.0284423828,1864,65536,1864/2^16,1,0.0284423828,0.0284423828,12362,0xD9,0x29,-0.0296068597,-366,12362,-366/12362,449,0.0000004518,366,810143670,366/810143670,0x3B,0x01,-0.0373725934,-462,12362,-462/12362,16,0,-0.0373725934,-0.0373725934,-462,-462,-462/12362,-462/12362,0.0000000000,0,12362,0/12362,0.0000,0.0241,0.0244
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3793,0x89D4E9F8,0x89,0xD4,0xE9,0xF8,0x3908,0x4009,0.0247192383,1620,65536,1620/2^16,0.0247192383,1620,65536,1620/2^16,1,0.0247192383,0.0247192383,16366,0xF8,0xE9,-0.0140535256,-230,16366,-230/16366,4585,0.0000002144,230,1072545810,230/1072545810,0xF7,0x3D,0.0321398020,526,16366,526/16366,1,0,0.0321398020,0.0321398020,526,526,526/16366,526/16366,0.0000000000,0,16366,0/16366,0.0000,0.0318,0.0322
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3794,0xEF11CA80,0xEF,0x11,0xCA,0x80,0x4100,0x610A,0.0431518555,2828,65536,2828/2^16,0.0431518555,2828,65536,2828/2^16,1,0.0431518555,0.0431518555,5371,0x80,0xCA,-0.0586482964,-315,5371,-315/5371,4,0.0000008949,315,351988485,315/351988485,0x80,0x98,0.0623719978,335,5371,335/5371,1,0,0.0623719978,0.0623719978,335,335,335/5371,335/5371,0.0001861851,1,5371,1/5371,0.0000,0.0116,0.0117
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3795,0x9795C35D,0x97,0x95,0xC3,0x5D,0x8100,0xA10B,0.0269165039,1764,65536,1764/2^16,0.0269165039,1764,65536,1764/2^16,1,0.0269165039,0.0269165039,13803,0x5D,0xC3,-0.0338332247,-467,13803,-467/13803,4,0.0000005163,467,904579605,467/904579605,0xCE,0x0F,0.0358617692,495,13803,495/13803,1,0,0.0358617692,0.0358617692,495,495,495/13803,495/13803,0.0000724480,1,13803,1/13803,0.0000,0.0271,0.0274
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3796,0x72CE184A,0x72,0xCE,0x18,0x4A,0xC000,0x2009,0.0336914062,2208,65536,2208/2^16,0.0336914062,2208,65536,2208/2^16,1,0.0336914062,0.0336914062,8810,0x4A,0x18,-0.0304199773,-268,8810,-268/8810,308,0.0000004642,268,577363350,268/577363350,0xEA,0xD4,-0.0438138479,-386,8810,-386/8810,1,0,-0.0438138479,-0.0438138479,-386,-386,-386/8810,-386/8810,0.0000000000,0,8810,0/8810,0.0000,0.0179,0.0181
adaptive_m10,adaptive_m10,adaptive_random_without_replacement,10.000000,65536,16,1,no,3797,0xEECB405A,0xEE,0xCB,0x40,0x5A,0x0E81,0x0081,0.0363769531,2384,65536,2384/2^16,-0.0363769531,-2384,65536,-2384/2^16,1,-0.0363769531,-0.0363769531,7557,0x5A,0x40,0.0345375149,261,7557,261/7557,369,-0.0000005270,-261,495247995,-261/495247995,0x59,0x00,0.0456530369,345,7557,345/7557,16,0,0.0456530369,0.0456530369,345,345,345/7557,345/7557,0.0001323276,1,7557,1/7557,0.0000,0.0083,0.0085
